UNIQUEID,split
480881,train
586377,train
594456,train
628454,train
624505,train
619873,val
510993,train
476033,train
504086,train
577091,train
588248,train
513593,train
534035,train
573797,train
651425,test
581040,train
553290,val
633459,train
517553,train
534082,val
533416,train
535131,train
545097,train
533539,val
629469,train
453875,train
588360,train
461339,train
427954,val
533315,val
476102,train
642934,test
631474,test
629556,train
497933,test
558608,train
544949,train
577791,train
510822,train
547199,test
534084,train
581099,train
557653,train
542756,train
510978,train
571479,test
480928,val
609861,test
452167,train
554823,test
457889,train
426921,train
576802,train
572342,train
629541,val
547503,train
451392,train
633224,train
438940,test
540638,train
535239,test
597852,train
453055,train
446233,test
597507,train
573746,train
450298,train
426905,train
513604,train
566944,train
639575,val
538469,train
617089,train
644175,test
649048,train
529026,val
519876,train
644189,train
539646,train
627078,train
553454,train
545039,train
462473,test
600694,train
635804,val
652206,train
482897,val
512861,test
654007,val
564972,train
622808,val
508664,train
542497,val
576313,train
570593,test
463332,test
542913,val
523445,val
543778,train
621347,test
617925,test
562184,train
556514,train
644079,train
531201,train
528907,test
535331,val
567988,val
601659,train
425512,train
440342,test
590584,train
417820,train
573155,train
590660,train
458723,train
445957,train
653074,val
636917,test
629755,val
564147,train
566409,train
456821,train
610111,train
522732,val
420591,train
482917,test
431596,train
610038,val
540007,train
573047,train
634634,train
443766,test
551693,val
578451,train
496387,val
594393,val
653054,test
631649,train
528054,train
578444,val
551008,train
529990,train
627231,train
653084,train
566386,val
636050,val
639551,train
552768,train
446817,train
551707,train
512917,val
560866,test
431225,train
507209,train
596825,train
537228,val
538287,train
423888,val
471191,test
617686,test
617146,train
636816,train
632436,train
521091,train
577481,train
508218,val
546824,train
573081,train
631295,val
543820,train
571130,val
617048,test
638639,test
558046,train
567974,test
555562,train
600073,train
560944,train
530211,train
522405,train
514733,val
644029,val
636494,val
516345,train
592756,train
560947,train
483188,train
564161,train
644239,train
610081,train
458602,train
650374,val
531131,train
565350,val
494876,val
432563,train
438513,train
462097,test
515619,test
418669,train
456168,test
580780,test
567646,train
542851,val
436209,val
432566,train
418571,test
653337,test
584405,val
499181,train
509201,val
520463,train
473631,train
634712,train
518556,train
430718,test
539743,val
460432,test
417751,train
569219,train
454297,train
489434,train
484577,test
601568,train
556192,val
552725,train
436083,train
548974,test
462515,train
500177,test
461589,test
609613,train
485364,train
567066,train
445504,train
550351,val
551227,train
432495,val
454157,train
464729,test
567752,train
565207,train
451408,train
603800,train
484626,val
445759,train
461980,train
467979,train
619414,val
464061,train
501761,train
447284,train
424515,train
631444,train
568412,test
460038,train
552852,val
465802,train
504519,train
435619,train
445589,test
457153,train
503213,train
567530,train
456532,train
501423,train
521469,train
483882,train
420700,train
637901,train
516400,train
600404,val
601891,train
650807,train
464002,val
450256,train
543300,train
421358,train
601531,train
477642,train
444355,train
504983,test
452440,val
580439,train
452796,test
643172,train
583359,train
429550,train
523721,train
456645,train
636033,train
601510,train
453130,train
500323,val
535253,train
505068,train
488561,train
636095,train
592190,train
422171,train
563387,train
549827,val
528822,train
576734,train
562765,train
425140,val
445350,train
490257,train
424970,val
618407,test
571556,train
636937,val
436953,train
580947,train
421303,train
634897,test
436766,test
421352,train
422785,train
515552,test
632002,train
500366,train
530146,train
422116,train
456939,test
563181,val
506876,train
617729,train
582761,train
529264,train
499384,train
599581,val
436222,train
599836,train
523905,train
425238,test
521483,train
461582,train
453308,train
457721,val
439610,train
553924,test
621226,train
489039,test
499439,train
502198,train
519298,train
494439,train
524073,train
625295,train
452991,test
628388,test
456835,train
642492,train
642504,train
514711,train
486366,train
468586,train
488459,val
638203,train
494893,train
475058,train
445540,train
635218,train
618120,train
583463,train
580918,val
632155,train
514142,train
425374,train
466889,train
590902,train
590805,train
613224,train
521572,train
613108,test
591331,train
542419,test
461857,val
438661,val
587800,train
461464,test
632224,train
476649,train
499040,train
459664,train
563288,val
480008,test
456147,train
439649,train
600159,val
635890,train
574470,train
590301,train
587780,test
599380,train
644917,train
570137,test
580349,val
526146,train
565127,val
477902,train
477685,train
460376,train
551272,train
591120,train
542312,train
631855,train
422232,test
516802,train
489203,train
581027,test
566080,train
612865,train
536592,test
584718,train
556891,train
505965,train
624682,train
548509,train
505844,train
518127,train
534885,train
475124,train
637686,train
528342,train
604117,train
527355,train
619825,train
650047,train
506537,test
611062,train
562065,train
516421,train
521883,train
624661,train
563201,test
603783,train
563155,train
622965,train
475114,val
641058,train
561990,train
561959,train
464093,train
443478,val
470620,train
549914,train
418193,train
637180,train
443481,train
551013,train
606252,train
636030,train
637162,test
491360,train
606219,val
549763,train
442482,train
519379,val
624064,train
548529,train
636385,train
476018,test
622982,val
611292,train
527404,train
549408,test
637174,train
653164,train
612342,train
623645,val
418420,train
460676,val
604663,train
653214,test
517426,train
652085,train
548524,train
612936,train
637135,train
604413,train
636988,test
611338,train
652159,train
505751,val
636486,train
511409,train
596691,train
551863,train
506796,test
570482,train
509474,train
541886,val
577979,train
598640,train
570483,train
449479,train
422005,train
420047,train
534494,train
596729,train
460782,train
612527,train
512166,train
596693,train
626468,train
529799,train
555417,val
533146,train
483141,train
512304,train
438057,train
533065,test
534576,train
552509,train
629059,train
626758,train
573937,train
488536,train
574172,test
533188,train
570284,train
623843,train
619042,test
418012,train
648360,train
423023,train
634514,train
420030,test
596728,train
545472,train
529800,train
636421,train
627016,test
534164,train
420110,train
633540,train
506563,train
557595,val
574385,train
629224,test
470534,train
642065,train
614587,train
574339,train
634648,train
612534,train
634796,train
518282,train
465704,test
429659,train
494831,train
533024,train
544381,train
574303,train
619048,train
454972,test
598672,test
529786,train
525201,train
614321,test
511977,train
534553,val
449352,test
629107,train
634548,train
577653,train
574845,train
596715,test
634595,train
626271,train
544386,train
618997,train
533251,train
533256,train
551691,train
542571,train
532983,train
629098,train
570525,test
506565,train
474931,train
611228,val
438967,train
640508,test
634550,train
529824,train
614414,train
617476,train
618952,train
506749,train
573794,train
634552,train
596711,train
595779,train
634618,test
451115,val
511866,train
598939,train
596705,train
525402,val
626280,train
438159,train
634570,train
596739,val
640513,train
570499,train
618991,train
506733,train
634538,val
654014,test
634574,train
469178,val
500507,train
613878,train
596750,train
577664,train
611330,train
570492,val
502166,train
508469,train
439094,train
508470,test
652684,train
490490,train
630324,train
581384,test
439597,train
581249,train
441500,train
467429,train
468373,train
451624,test
480564,test
444098,train
604577,val
633779,train
468735,train
481166,train
451486,train
581317,train
496128,train
581364,train
594955,test
496813,train
611809,test
440355,val
472690,test
487268,train
519843,train
451075,train
486993,train
491493,train
598195,train
500787,train
419831,train
469239,train
534865,train
587951,train
588744,train
490114,train
581346,train
585370,train
630298,val
456407,test
508564,train
590148,train
534807,val
536083,train
419665,train
473283,train
456929,train
604193,train
478349,train
637953,train
467099,test
433189,test
586059,test
600452,train
588346,val
597982,train
524161,train
592274,train
483000,train
501808,train
597957,test
581221,train
646929,train
440588,train
433875,val
468410,train
467379,val
468580,train
426977,train
443724,train
424859,train
462372,train
490207,train
496659,train
581605,train
425629,train
618316,train
448910,train
617580,test
439340,train
581806,val
481944,train
604038,train
417782,train
433197,train
504537,train
586431,train
628336,train
576942,train
427731,val
632937,test
598687,test
455694,train
510837,test
557174,val
494435,train
427165,val
455674,train
487145,train
488487,train
457876,train
584877,test
461044,val
463063,train
632945,train
483019,train
483098,train
459035,train
425157,test
584427,test
501891,val
482212,val
572522,val
651593,val
420442,test
439814,train
471632,val
590231,train
471468,test
502833,train
521533,train
486776,train
633998,train
433537,train
545079,train
475653,train
570826,test
572604,train
598669,train
511657,val
475392,val
429479,val
424210,test
586083,test
500240,train
422198,val
486741,val
608554,train
630879,val
452091,val
491368,train
460561,val
586993,test
556243,train
453147,test
596535,test
463035,train
652184,test
452859,train
541666,train
429593,train
561471,train
487666,train
480061,train
589669,train
487183,train
635078,train
640177,train
466706,train
526843,train
461102,train
